Iteration,train_loss,train_acc,test_loss,test_acc
73,0.017041919975463646,0.9992411699779249,28.91825144935014,0.6434471365638766
74,0.017289778159564315,0.9990756070640177,25.831712044112088,0.6869493392070485
75,0.014557627749258086,0.9992549668874172,16.083697236106147,0.7997659691629956
76,0.01952542815887048,0.9991583885209713,16.37188405369646,0.8287444933920705
77,0.015356469563837249,0.9992825607064018,26.746785793433528,0.7720264317180616
78,0.0281534912927704,0.9990756070640177,39.33923279540198,0.7370594713656388
79,0.022986636230586208,0.9992135761589404,13.071914681868977,0.8308783039647577
80,0.024624445976112498,0.9989514348785872,26.13248207632844,0.8038270925110133
81,0.002558129648350935,0.9997654525386314,28.26292118490368,0.7641795154185022
82,0.031179805848896857,0.9991307947019867,41.6999081138856,0.7575027533039648
83,0.03365948909051696,0.9989514348785872,21.063541620822132,0.8016244493392071
84,0.006128418332903506,0.9996550772626932,27.161566046941104,0.7971503303964758
85,0.01862219423169094,0.9993377483443708,20.043666304799068,0.8211040748898678
86,0.029734833085046573,0.9991169977924945,25.44096154127805,0.8255093612334802
87,0.01066997442702838,0.999599889624724,24.488702755869816,0.76431718061674
88,0.025364667656348084,0.9988824503311259,17.6613967690483,0.7941905286343612
89,0.024649959846555762,0.9991445916114791,77.87471485493415,0.6755919603524229
90,0.013467264094085848,0.9993929359823399,39.24699059508233,0.7479350220264317
91,0.01355773277438453,0.9994343267108168,29.838492982323103,0.7724394273127754
92,0.027482587318391184,0.9991583885209713,33.061369384364724,0.7756057268722467
93,0.03525687519192767,0.9990342163355408,48.27923562150637,0.6870181718061674
94,0.01510120394162115,0.9994067328918322,31.867419966400508,0.7661068281938326
95,0.041971835149336736,0.9990756070640177,26.799882684877307,0.7953606828193832
96,0.028112476515495935,0.9991721854304636,47.87774918182252,0.7257020925110133
97,0.01435184130686968,0.9994757174392936,66.2707630191518,0.7248072687224669
98,0.03592783301571632,0.9990756070640177,79.75657494367967,0.6825440528634361
99,0.010342650141701088,0.9994757174392936,77.93217017414653,0.63931718061674
100,0.022396555222098727,0.9994205298013245,42.52409985410638,0.8458838105726872
